"V1" "V2"
"1" -0.433758185448839 2.63470319465891
"2" -2.03257041095367 1.49254131509085
"3" 2.31323128091842 -0.331852493304867
"4" 1.25946909710853 0.807973149286292
"5" -2.58845147428093 1.41768919220462
"6" -1.48031392734913 1.28685521736424
"7" 2.23188033051811 0.295988636151491
"8" 0.353266887294183 1.76830981117728
"9" -0.585551121135395 2.99751346288382
"10" 0.108097084251329 -1.53759438704839
"11" -0.322314245061412 3.08231414022092
"12" -1.90018453356889 1.26570956333093
"13" 1.52519287226805 -2.16675535574172
"14" -0.409074936468035 -1.19369478684857
"15" 0.558642090114218 -1.83902578993597
"16" 1.29767125104979 -2.13830838481007
"17" -0.966464031497107 4.08373140632732
"18" 3.50454263628154 -0.908850976471176
"19" 2.71712311820996 -0.699569713966716
"20" -0.702092166847314 -1.72229182477382
"21" -0.0105589389244582 1.56415142867655
"22" 0.00556250817722359 -2.37927542141366
"23" 2.07789673345259 -0.51497175267455
"24" -2.37374794306594 1.31924850016281
"25" -0.563243679524311 3.13547194718558
"26" -2.92230343052407 -2.63342931603669
"27" -1.12860715246168 2.02103419723322
"28" -1.42933331174824 2.02388623258911
"29" 0.0765197432907759 2.62591578958735
"30" 2.91609677551212 1.51271756030594
"31" -1.87394879955150 -2.81929489929642
"32" -1.32215578897957 1.25241212645410
"33" -2.52016685457186 -1.68153807458106
"34" 1.77595245894757 2.55149402422403
"35" 0.579065140820116 2.16485186212995
"36" 2.50536944017487 2.41126417875333
"37" -2.50557185276989 -2.44925390751058
"38" 0.945407385470024 1.71982988961801
"39" -1.75830295525634 -0.729533214974755
"40" -1.78295855799963 1.86910396040868
"41" -0.455542824228114 -1.16988781235473
"42" -4.45272396585216 0.657109707619393
"43" -2.19747480621715 0.0994645694711771
"44" 0.971877403354916 -2.50791605187415
"45" 2.63283643120074 2.23435984516471
"46" -1.18751459310782 -1.00646675066679
"47" -2.07353831731893 1.07107677452054
"48" -0.885518631136397 -3.11634070761573
"49" 2.40684138213666 1.26084209262498
"50" 0.229351171606255 -1.93561990401880
